Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount($),Stage,Sector
GlobalFair,Gurugram,One-stop solution for all your procurement needs,"Saama Capital, India Quotient",2021,2000000.0,Seed Round,Technology
Eduvanz,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","InCred Financial Services, Vivriti Capital, Northern Arc Capital",2021,10000000.0,Debt Financing,Finance and FinTech
OwO,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",ah! Ventures,2021,200000.0,Undisclosed,E-Commerce and Retail
Progcap,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Somak Ghosh, M V Nair",2021,1000000.0,Debt Financing,Finance and FinTech
ABL Workspaces,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,Wurk,2021,600000.0,Pre-Series A,Technology
Nazara Technologies,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Plutus Wealth Management, Turtle Entertainment",2021,10000000.0,Undisclosed,Media and Entertainment
Scentials,Mumbai,Scentials is building a unique beauty brands studio platform,"Ambiga Subramanian, Goutham Ekollu",2021,6000000.0,Undisclosed,Healthcare and Wellness
SplashLearn,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Accel, Owl Ventures",2021,18000000.0,Series C,Education
Maya,Bengaluru,Maya enables women to keep track of their health via a mobile application.,Rajan Anadan,2021,2200000.0,Seed Round,Healthcare and Wellness
GoTo,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,Jesse Lucas,2021,150000.0,Undisclosed,Transportation and Mobility
MediBuddy,Bengaluru,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"IDFC Private Equity, Bessemer Venture Partners",2021,40000000.0,Series B,Healthcare and Wellness
Zetwerk,Bengaluru,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Sequoia Capital India, Accel",2021,120000000.0,Series D,E-Commerce and Retail
Remedico,Hyderabad,Remedico is a Mobile healthcare,"Venture Catalysts, Tahseen Consulting",2021,500000.0,Undisclosed,Healthcare and Wellness
PrepBytes,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,Equanimity Ventures,2021,0.0,Undisclosed,Education
SATYA MicroCapital,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,"BlueOrchard Finance S A, Gojo & Company",2021,20000000.0,Undisclosed,Finance and FinTech
YourPhysio,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Better Capital, Titan Capital",2021,350000.0,Pre-Seed,Healthcare and Wellness
Aviom Housing Finance,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Gojo & Company,2021,1000000.0,Debt Financing,Finance and FinTech
Hemp Horizons,Noida,Cannabis and Hemp company,Mumbai Angels,2021,200000.0,Seed Round,Cannabis startup
MPL,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",2021,95000000.0,Undisclosed,Media and Entertainment
Koo,Bengaluru,Koo App operates as a microblogging app.,"3one4 Capital, Accel",2021,4100000.0,Series A,Blogging
InnerHour,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,"Hitesh Oberoi, Lightbox",2021,5200000.0,Series A,Healthcare and Wellness
Origo,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",YES Bank,2021,10000000.0,Debt Financing,Agriculture and Food
ExMyB,Gurugram,ExMyB provides financial service and consulting services.,Campus Fund,2021,0.0,Seed Round,Professional Services
Elucidata,New Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,Hyperplane Venture Capital,2021,5000000.0,Pre-Series A,Healthcare and Wellness
Saveo,Bengaluru,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Matrix Partners India, RTP Global",2021,4000000.0,Seed Round,Healthcare and Wellness
Qin1,Noida,Re-imagining Kids of 21st Century!,Venture Catalysts,2021,0.0,Pre-Series A,Education
DotPe,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Info Edge, Ruizheng Investment",2021,8000000.0,Seed Round,Finance and FinTech
Taskmo,Bengaluru,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,Quess Corp India,2021,1400000.0,Undisclosed,E-Commerce and Retail
MasterMentors,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,Undisclosed,2021,1500000.0,Undisclosed,Education
KIKO TV,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",2021,0.0,Pre-Series A,E-Commerce and Retail
Quali55Care,Mumbai,Deliver highly durable & affordable medical equipments on rental and sale.,India Accelerator’s Angel Investor Network,2021,0.0,Seed Round,Healthcare and Wellness
Ruptok,New Delhi,Ruptok operates as a fintech platform for gold loans,Wurk,2021,10000000.0,Undisclosed,Finance and FinTech
RevFin,New Delhi,RevFin is a digital lending company.,Shell Foundation,2021,0.0,Undisclosed,Finance and FinTech
SeeVC,New Delhi,Leverages artificial intelligence (AI) to build products for the education sector,Jimmy Singh,2021,1000000.0,Seed Round,Technology
Junio,New Delhi,Junio is a kids-focused digital pocket money-smart card.,"Kunal Shah, Deepak Abbot",2021,1000000.0,Undisclosed,Education
VenWiz,Bengaluru,Digitising the interactions between core industry and vendors for engineering services,"Accel, Nexus Venture",2021,300000.0,Seed Round,B2B service
Vista Rooms,Mumbai,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""","Singapore Angel Network, Artha India Ventures",2021,1000000.0,Undisclosed,Technology
Makers Hive,Hyderabad,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable","Starfish Growth Partners, Investpad",2021,9000000.0,Undisclosed,Technology
Headfone,Bengaluru,Headfone helps create and share the audio content with listeners.,Hashed,2021,3000000.0,Seed Round,Media and Entertainment
Zouk,Mumbai,100% Vegan bags from India.,Titan Capital,2021,0.0,Seed Round,Consumer Goods
MPL,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",2021,5000000.0,Undisclosed,Media and Entertainment
GrowFix,Bengaluru,Building high-yield Debt assets for retail investors,"Zerodha's Rainmatter Capital, Better Capital",2021,2000000.0,Seed Round,Finance and FinTech
Bombay Shaving Company,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Sixth Sense Ventures, Colgate Palmolive",2021,6000000.0,Undisclosed,Consumer Goods
Dunzo,Bengaluru,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Lightbox, Evolvence India Fund",2021,40000000.0,Series E,Transportation and Mobility
BeyondSkool,Mumbai,BeyondSkool is a live upskilling platform for kids,Tomorrow Capital,2021,2000000.0,Seed Round,Education
Mindler,New Delhi,Mindler is a career counseling company that provides career development guidance counseling services for students.,"Inflection Point Ventures, DLabs",2021,1000000.0,Pre-Series A,Education
Fashinza,Gurgaon,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Accel Partners, Elevation Capital",2021,2600000.0,Seed Round,Industrial and Manufacturing
BharatPe,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"InnoVen Capital, Steadview Capital",2021,6000000.0,Debt Financing,Finance and FinTech
Turnip,Bengaluru,Turnip is a live game streaming and community platform.,Elevation Capital,2021,1600000.0,Seed Round,Media and Entertainment
Furlenco,Bengaluru,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,BlackSoil Capital,2021,2000000.0,Undisclosed,Real Estate and Construction
Inficold,New Delhi,Provide uninterrupted and affordable cooling for refrigeration,Shell Foundation,2021,900000.0,Pre-Series A,Energy and Environment
KIWI,New Delhi,"A peer to peer support network, which would enable billions of users across the world","PointOne Capital, Core91 VC",2021,250000.0,Seed Round,TaaS startup
Digit Insurance,Bengaluru,Digit Insurance is a financial services company that general insurance services.,"A91 Partners, Faering Capital",2021,0.0,Undisclosed,Finance and FinTech
BharatPe,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"InnoVen Capital, Steadview Capital",2021,10000000.0,Debt Financing,Finance and FinTech
MFine,Bengaluru,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,"Blockchain Capital, SBI Ven Capital",2021,16000000.0,Undisclosed,Healthcare and Wellness
Udayy,Gurgaon,Interactive learning platform for kids,Alpha Wave Incubation,2021,2500000.0,Seed Round,Education
Lohum,Noida,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,"Baring Private Equity Partners India, Talbros",2021,7000000.0,Undisclosed,Transportation and Mobility
Darwinbox,Hyderabad,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,"Sequoia Capital India, 3one4 Capital",2021,15000000.0,Undisclosed,Technology
DeHaat,Patna,DeHaat connects farmers to suppliers and buyers on a single platform.,"Prosus Ventures, RTP Global",2021,30000000.0,Series C,Agriculture and Food
Samunnati,Chennai,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,"U.S. International Development Finance Corp, responsAbility",2021,10000000.0,Debt Financing,Agriculture and Food
Biconomy,New Delhi,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Binance Labs, Zee Prime Capital",2021,1500000.0,Seed Round,Finance and FinTech
True Elements,Pune,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!",RP-Sanjiv Goenka Group,2021,1000000.0,Undisclosed,Agriculture and Food
Nao Spirits & Beverages Pvt Ltd,New Delhi,India's first Craft Gin company,Undisclosed,2021,2000000.0,Series A,Agriculture and Food
PurpleTutor,Mumbai,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,IvyCap Ventures,2021,300000.0,Seed Round,Education
Karkhana.io,Mumbai,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Zone Startups In,2021,1500000.0,Seed Round,Industrial and Manufacturing
SSA Finserv,Mumbai,Small businesses-focused non-banking lender,Blue Ashva Capital,2021,3000000.0,Undisclosed,Finance and FinTech
CoinSwitch Kuber,Bengaluru,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ribbit Capital, Kunal Shah",2021,15000000.0,Series A,Finance and FinTech
Paperfly,Bengaluru,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,Ecom Express,2021,11000000.0,Undisclosed,E-Commerce and Retail
Infra.Market,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,InnoVen Capital,2021,6000000.0,Debt Financing,E-Commerce and Retail
ReadyAssist,Bengaluru,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Satish Grampurohit,2021,1000000.0,Seed Round,Transportation and Mobility
Chalo,Mumbai,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Amit Singhal, Raine Ventures",2021,7000000.0,Undisclosed,Technology
Udaan,Bengaluru,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Octahedron Capital, Moonstone Capital",2021,280000000.0,Undisclosed,E-Commerce and Retail
Unacademy,Bengaluru,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",2021,50000000.0,Undisclosed,Education
Ergos,Samsitpur,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"CDC Group, Aavishkaar Venture Capital",2021,3000000.0,Series A,Agriculture and Food
Bolkar,Bengaluru,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"GSF, Pras Hanuma",2021,0.0,Undisclosed,Social network
Wright Research,Mumbai,Quantitative Investment Management and Research,"Ajat Hukkoo, Piyush Chaplot",2021,0.0,Pre-Seed,Advisory firm
Knocksense,Lucknow,Knocksense which owns and operates an eponymous digital content platform.,"Mumbai Angels, Amitesh Pandey",2021,200000.0,Undisclosed,Media and Entertainment
Pariksha,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Venture Catalysts, 9Unicorns Accelerator Fund",2021,1800000.0,Undisclosed,Education
Toothsi,Mumbai,ToothSi is a new age startup in the dental space providing smile correction services at home.,Think Investments,2021,5000000.0,Series A,Healthcare and Wellness
Jumbotail,Bengaluru,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",2021,14300000.0,Series B,Agriculture and Food
Phi Commerce,Pune,"Payments Facilitator, Payments solution provider etc.","Yatra Angel Network, BEENEXT",2021,4000000.0,Series A,Finance and FinTech
Zupee,Gurgaon,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Orios Venture Partners, Matrix Partners India",2021,10000000.0,Undisclosed,Media and Entertainment
Oneiric Gaming,Chandigarh,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Trishneet Arora,2021,0.0,Undisclosed,Media and Entertainment
Finsall,Bengaluru,Finsall provides Insurance Premium Financing,Unicorn India Ventures,2021,300000.0,Seed Round,Technology
Legalwiz.in,Ahmedabad,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.",ContCentric,2021,500000.0,Undisclosed,Professional Services
Practically,Telangana,"Making Learning personal, immersive and experiental",Siana Capital,2021,4000000.0,Pre-Series A,Education
Cred,Bengaluru,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,"DST Global, General Catalyst",2021,81000000.0,Series C,Finance and FinTech
Devic Earth,Bengaluru,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Blue Ashva Capital,2021,1000000.0,Undisclosed,Pollution control equiptment
Zerone,Gurgaon,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Anthill Ventures,2021,1300000.0,Pre-Series A,Finance and FinTech
boAt,Mumbai,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"InnoVen Capital, InnoVen Capita",2021,100000000.0,Pe,Consumer Goods
Pocket Aces,Mumbai,Pocket Aces is a digital entertainment company focused on mobile video.,"3one4 Capital, DSP Group",2021,2000000.0,Undisclosed,Media and Entertainment
Kyt,Bengaluru,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids",Alpha Wave Incubation,2021,5000000.0,Series A,Education
iMumz,Bengaluru,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Enzia Ventures, AngelList",2021,300000.0,Undisclosed,Healthcare and Wellness
BharatPe,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Steadview Capital, Insight Partners",2021,8200000.0,Debt Financing,Finance and FinTech
CropIn,Bengaluru,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,"Invested Development, Pratithi Investment Trust",2021,20000000.0,Series C,Agriculture and Food
Vanity Wagon,Chandigarh,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.","Dhianu Das, Agility Venture Partners",2021,200000.0,Seed Round,Cosmetics
Oyo,Gurgaon,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Hindustan Media Venture,2021,7000000.0,Series F1,Technology
Agri10x,Pune,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,Omnivore,2021,0.0,Seed Round,Agriculture and Food
BlackSoil,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Awign Enterprises,2021,4000000.0,Undisclosed,Finance and FinTech
HobSpace,Mumbai,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Siddharth Bhaskar Shah, Upsparks",2021,100000.0,Pre-Series A,Education
DcodeAI,New Delhi,EMPOWER LEARNERS TO BE FUTURE READY USING AI,S Chand,2021,500000.0,Undisclosed,Education
Biocon Biologics,Bengaluru,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.","Goldman Sachs, Tata Capital",2021,70000000.0,Undisclosed,Healthcare and Wellness
KiranaKart,Mumbai,A better model for instant grocery delivery in India.,Global Founders Capital,2021,720000.0,Pre-Seed,E-Commerce and Retail
Meddo,Gurgaon,Meddo is an end-to-end medical services provider,"growX ventures, Venture Gurukool",2021,3000000.0,Pre-Series A,Healthcare and Wellness
SP Robotic Works,Chennai,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,Mount Judi India Growth Fund,2021,3000000.0,Series A,Education
3SC,Gurugram,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,GEF Capital’s South Asia Fund,2021,15000000.0,Series B,Transportation and Mobility
Chai Waale,Chennai,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.","Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",2021,600000.0,Undisclosed,Agriculture and Food
Minimalist,Jaipur,Affordable skincare for all,Sequoia Capital,2021,10000000.0,Series A,Cosmetics
Biconomy,New Delhi,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Mechanism Capital, DACM",2021,9000000.0,Undisclosed,Finance and FinTech
Fixcraft,Gurugram,India's Most Trusted Automotive Repair Brand,Undisclosed,2021,1000000.0,Pre-Series A,Transportation and Mobility
Slice,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",2021,10000000.0,Undisclosed,Financial Services
90+ My Tuition App,Bengaluru,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Pearl Investment LLC,2021,5000000.0,Series A,Education
Wasabi,Bengaluru,Help small businesses grow their sales via our customer interaction and growth platform.,"021 Capital, Sparrow Capital",2021,1800000.0,Seed Round,Professional Services
Strata,Bengaluru,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Kotak Investment Advisors Limited, Gruhas Proptech",2021,6000000.0,Series A,Real Estate and Construction
Ourbetterplanet,Bengaluru,A curated online marketplace for all things sustainable!,VANS Group,2021,300000.0,Seed Round,E-Commerce and Retail
Murf.ai,Bengaluru,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",Elevation Capital,2021,1500000.0,Seed Round,Technology
JetSynthesys,Pune,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Sachin Tendulkar,2021,2000000.0,Undisclosed,Media and Entertainment
MYFITNESS,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",9Unicorns,2021,1000000.0,Seed Round,Healthcare and Wellness
I am Love,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Xentel Investments,2021,4000000.0,Seed Round,Healthcare and Wellness
MyGlamm,Mumbai,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,Accel Partners,2021,40000000.0,Undisclosed,D2C
Gumlet,Bengaluru,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,Sequoia’s Surge,2021,1600000.0,Undisclosed,Technology
Eloelo,Bengaluru,Creator-led Social Gaming & Live Streaming Platform,"Waterbridge, Lumikai",2021,2000000.0,Pre-Series A,Media and Entertainment
Edukemy,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.","Auxano, Falcon5",2021,2000000.0,Pre-Series A,Education
Zingbus,Gurugram,Zingbus is a renowned brand in the bus operating industry.,Infoedge ventures,2021,5000000.0,Pre-Series A,Transportation and Mobility
NewsReach,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,JITO Angel Network,2021,300000.0,Seed Round,Media and Entertainment
Pencilton,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",Jupiter,2021,330000.0,Pre-Seed,Finance and FinTech
Bandhoo,Gurugram,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers",Unitus Ventures,2021,1000000.0,Undisclosed,Technology
ixigo,Gurugram,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","GIC, Infoedge",2021,53000000.0,Undisclosed,Technology
The Whole Truth,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Sequoia Capital,2021,6000000.0,Series A,Agriculture and Food
Insane AI,Bengaluru,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,pi Ventures,2021,800000.0,Seed Round,Healthcare and Wellness
Learn4o Technology,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",IAN,2021,0.0,Seed Round,Education
Droom,Gurugram,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Undisclosed,2021,200000000.0,Undisclosed,Transportation and Mobility
Skymet,Noida,Provide services that allow clients to understand and organize themselves around changing environment.,"Northern Arc, Caspian Impact Investments",2021,1000000.0,Undisclosed,Energy and Environment
Go Swift,Bengaluru,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,Kalaari Capital,2021,2000000.0,Pre-Series A,E-Commerce and Retail
Mamaearth,Gurugram,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,Sofina Ventures SA,2021,50000000.0,Undisclosed,Healthcare and Wellness
G.O.A.T,Bengaluru,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Tiger Global, Flipkart Ventures",2021,36000000.0,Series A,D2C
Keeros,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",Venture Catalysts,2021,0.0,Pre-Series A,Agriculture and Food
ReDesyn,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",Anthill Ventures,2021,300000.0,Pre-Series A,Merchandise
Inspacco,Pune,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services",Undisclosed,2021,200000.0,Undisclosed,Technology
Knorish,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",2021,1000000.0,Pre-Series A,Education
Dozee,Bengaluru,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",Prime VP,2021,5000000.0,Series A,Healthcare and Wellness
